city,company,date,price
CAN,YZ,2020-04-14,579
CTU,AB,2020-04-14,417
CTU,AB,2020-04-14,307
CTU,AB,2020-04-14,368
CTU,BB,2020-04-14,371
CTU,XX,2020-04-14,337
CTU,YZ,2020-04-14,410
CTU,YZ,2020-04-14,459
PEK,AB,2020-04-14,596
PEK,XX,2020-04-14,493
PEK,XX,2020-04-14,581
PEK,XX,2020-04-14,545
PEK,XX,2020-04-14,575
PEK,XX,2020-04-14,399
PEK,XX,2020-04-14,412
PEK,YZ,2020-04-14,414
PEK,YZ,2020-04-14,522
WUH,AB,2020-04-14,305
WUH,XX,2020-04-14,373
WUH,XX,2020-04-14,583
WUH,XX,2020-04-14,449
WUH,XX,2020-04-14,538
WUH,XX,2020-04-14,431
WUH,YZ,2020-04-14,574
CAN,AB,2020-04-15,447
CAN,AB,2020-04-15,566
CAN,BB,2020-04-15,414
CAN,YZ,2020-04-15,416
CAN,YZ,2020-04-15,312
CAN,YZ,2020-04-15,409
CTU,AB,2020-04-15,446
CTU,AB,2020-04-15,318
CTU,AB,2020-04-15,461
CTU,BB,2020-04-15,556
CTU,XX,2020-04-15,371
CTU,XX,2020-04-15,495
CTU,XX,2020-04-15,309
CTU,YZ,2020-04-15,582
CTU,YZ,2020-04-15,404
PEK,AB,2020-04-15,401
PEK,AB,2020-04-15,493
PEK,XX,2020-04-15,568
PEK,XX,2020-04-15,381
PEK,XX,2020-04-15,483
PEK,XX,2020-04-15,585
PEK,YZ,2020-04-15,529
WUH,AB,2020-04-15,488
WUH,BB,2020-04-15,519
WUH,XX,2020-04-15,402
WUH,YZ,2020-04-15,588
CAN,AB,2020-04-16,329
CAN,AB,2020-04-16,324
CAN,AB,2020-04-16,453
CAN,AB,2020-04-16,555
CAN,BB,2020-04-16,491
CAN,BB,2020-04-16,575
CAN,BB,2020-04-16,579
CAN,XX,2020-04-16,329
CAN,XX,2020-04-16,385
CAN,XX,2020-04-16,360
CAN,XX,2020-04-16,548
CAN,XX,2020-04-16,430
CAN,XX,2020-04-16,464
CAN,YZ,2020-04-16,415
CAN,YZ,2020-04-16,332
CAN,YZ,2020-04-16,549
CAN,YZ,2020-04-16,383
CTU,BB,2020-04-16,473
CTU,BB,2020-04-16,531
CTU,BB,2020-04-16,481
CTU,XX,2020-04-16,466
CTU,XX,2020-04-16,570
CTU,XX,2020-04-16,574
CTU,XX,2020-04-16,487
CTU,XX,2020-04-16,481
CTU,XX,2020-04-16,524
CTU,YZ,2020-04-16,377
CTU,YZ,2020-04-16,403
CTU,YZ,2020-04-16,460
CTU,YZ,2020-04-16,540
CTU,YZ,2020-04-16,386
CTU,YZ,2020-04-16,432
PEK,AB,2020-04-16,391
PEK,AB,2020-04-16,408
PEK,BB,2020-04-16,310
PEK,XX,2020-04-16,474
PEK,XX,2020-04-16,545
PEK,YZ,2020-04-16,323
PEK,YZ,2020-04-16,407
PEK,YZ,2020-04-16,542
PEK,YZ,2020-04-16,561
PEK,YZ,2020-04-16,476
PEK,YZ,2020-04-16,303
WUH,AB,2020-04-16,546
WUH,BB,2020-04-16,466
WUH,XX,2020-04-16,404
WUH,XX,2020-04-16,381
WUH,YZ,2020-04-16,465
WUH,YZ,2020-04-16,417
WUH,YZ,2020-04-16,358
CAN,AB,2020-04-17,417
CAN,AB,2020-04-17,512
CAN,BB,2020-04-17,384
CAN,BB,2020-04-17,468
CAN,BB,2020-04-17,317
CAN,BB,2020-04-17,337
CAN,BB,2020-04-17,514
CAN,XX,2020-04-17,404
CAN,XX,2020-04-17,381
CAN,XX,2020-04-17,532
CAN,YZ,2020-04-17,329
CTU,AB,2020-04-17,300
CTU,AB,2020-04-17,363
CTU,AB,2020-04-17,471
CTU,AB,2020-04-17,358
CTU,AB,2020-04-17,502
CTU,AB,2020-04-17,584
CTU,BB,2020-04-17,479
CTU,BB,2020-04-17,492
CTU,XX,2020-04-17,398
CTU,XX,2020-04-17,577
CTU,YZ,2020-04-17,412
CTU,YZ,2020-04-17,571
PEK,AB,2020-04-17,457
PEK,BB,2020-04-17,307
PEK,BB,2020-04-17,503
PEK,BB,2020-04-17,398
PEK,BB,2020-04-17,461
PEK,XX,2020-04-17,532
PEK,XX,2020-04-17,542
PEK,YZ,2020-04-17,574
PEK,YZ,2020-04-17,366
PEK,YZ,2020-04-17,466
WUH,AB,2020-04-17,489
WUH,BB,2020-04-17,309
WUH,BB,2020-04-17,387
WUH,BB,2020-04-17,519
WUH,XX,2020-04-17,588
WUH,YZ,2020-04-17,570
WUH,YZ,2020-04-17,361
