,city,company,date,price
65,PEK,XX,2020-04-04,408
66,WUH,YZ,2020-04-04,369
67,WUH,YZ,2020-04-04,454
68,CAN,BB,2020-04-05,467
69,CAN,XX,2020-04-05,425
70,CAN,YZ,2020-04-05,404
71,PEK,YZ,2020-04-05,453
72,WUH,YZ,2020-04-05,459
73,CTU,XX,2020-04-06,451
74,PEK,XX,2020-04-06,407
75,PEK,YZ,2020-04-06,329
76,CTU,BB,2020-04-07,505
77,PEK,YZ,2020-04-07,455
78,WUH,XX,2020-04-07,532
79,CTU,BB,2020-04-08,509
80,PEK,AB,2020-04-08,458
81,WUH,AB,2020-04-08,341
82,CAN,AB,2020-04-09,529
83,CTU,BB,2020-04-09,359
84,CTU,BB,2020-04-09,321
85,WUH,BB,2020-04-09,429
86,CAN,AB,2020-04-10,471
87,CAN,BB,2020-04-10,504
88,CTU,YZ,2020-04-10,498
89,PEK,XX,2020-04-10,540
90,PEK,XX,2020-04-10,362
91,WUH,AB,2020-04-10,499
92,CAN,YZ,2020-04-11,362
93,CAN,XX,2020-04-12,574
94,CAN,YZ,2020-04-12,396
95,CTU,BB,2020-04-12,415
96,WUH,YZ,2020-04-12,416
97,CTU,XX,2020-04-13,543
98,PEK,XX,2020-04-13,558
99,PEK,XX,2020-04-13,370
0,CAN,BB,2020-03-15,375
1,CTU,AB,2020-03-15,545
2,CTU,BB,2020-03-15,417
3,PEK,YZ,2020-03-15,516
4,CTU,AB,2020-03-16,335
5,WUH,XX,2020-03-16,390
6,WUH,XX,2020-03-16,468
7,CAN,XX,2020-03-17,441
8,CAN,XX,2020-03-18,569
9,CTU,AB,2020-03-18,599
10,WUH,AB,2020-03-18,393
11,WUH,BB,2020-03-18,398
12,CAN,BB,2020-03-19,477
13,CAN,BB,2020-03-19,464
14,PEK,YZ,2020-03-19,498
15,CAN,BB,2020-03-20,460
16,CAN,YZ,2020-03-20,344
17,CAN,AB,2020-03-21,418
18,CTU,XX,2020-03-21,401
19,PEK,AB,2020-03-21,515
20,PEK,XX,2020-03-21,507
21,WUH,XX,2020-03-21,361
22,WUH,YZ,2020-03-21,351
23,CTU,XX,2020-03-22,486
24,CAN,AB,2020-03-23,368
25,CAN,BB,2020-03-23,386
26,WUH,BB,2020-03-23,472
27,WUH,BB,2020-03-23,324
28,WUH,XX,2020-03-24,357
29,CAN,YZ,2020-03-25,529
30,CTU,AB,2020-03-25,467
31,CAN,BB,2020-03-26,576
32,CAN,XX,2020-03-27,365
33,PEK,YZ,2020-03-27,355
34,CAN,AB,2020-03-28,505
35,CAN,AB,2020-03-28,507
36,PEK,BB,2020-03-28,434
37,WUH,XX,2020-03-28,591
38,CAN,BB,2020-03-29,531
39,CTU,BB,2020-03-29,583
40,CTU,XX,2020-03-29,310
41,PEK,AB,2020-03-30,370
42,PEK,AB,2020-03-30,412
43,PEK,YZ,2020-03-30,556
44,CTU,BB,2020-03-31,507
45,PEK,XX,2020-03-31,527
46,CAN,YZ,2020-04-01,439
47,WUH,AB,2020-04-01,557
48,WUH,BB,2020-04-01,461
49,CAN,AB,2020-04-02,589
50,CTU,BB,2020-04-02,313
51,WUH,BB,2020-04-02,413
52,CAN,AB,2020-04-03,536
53,CTU,XX,2020-04-03,465
54,PEK,XX,2020-04-03,531
55,WUH,XX,2020-04-03,442
56,WUH,YZ,2020-04-03,510
57,CAN,BB,2020-04-04,382
58,PEK,XX,2020-04-04,349
59,PEK,XX,2020-04-04,445
60,WUH,BB,2020-04-04,573
61,CAN,AB,2020-04-05,525
62,CAN,BB,2020-04-05,526
63,CAN,XX,2020-04-05,345
64,CTU,BB,2020-04-05,490
65,CAN,BB,2020-04-06,551
66,CTU,XX,2020-04-06,384
67,PEK,XX,2020-04-06,327
68,CAN,AB,2020-04-07,596
69,CAN,BB,2020-04-07,389
70,CAN,XX,2020-04-07,334
71,CTU,BB,2020-04-07,565
72,CTU,YZ,2020-04-07,533
73,CAN,BB,2020-04-08,529
74,CTU,XX,2020-04-08,337
75,PEK,BB,2020-04-08,522
76,PEK,BB,2020-04-08,329
77,PEK,XX,2020-04-08,323
78,PEK,XX,2020-04-08,388
79,PEK,BB,2020-04-09,492
80,PEK,YZ,2020-04-09,503
81,WUH,BB,2020-04-09,463
82,WUH,BB,2020-04-09,322
83,CTU,AB,2020-04-10,318
84,CTU,YZ,2020-04-10,417
85,PEK,AB,2020-04-10,322
86,WUH,YZ,2020-04-10,589
87,CAN,YZ,2020-04-11,580
88,PEK,YZ,2020-04-11,476
89,CTU,AB,2020-04-12,324
90,PEK,AB,2020-04-12,437
91,PEK,AB,2020-04-12,311
92,PEK,XX,2020-04-12,383
93,PEK,YZ,2020-04-12,341
94,CAN,YZ,2020-04-13,471
95,CTU,AB,2020-04-13,517
96,CTU,BB,2020-04-13,588
97,WUH,AB,2020-04-13,495
98,WUH,AB,2020-04-13,329
99,WUH,XX,2020-04-13,456
0,CAN,BB,2020-03-15,408
1,CTU,AB,2020-03-15,397
2,PEK,XX,2020-03-15,390
3,CAN,BB,2020-03-16,368
4,WUH,AB,2020-03-17,585
5,WUH,XX,2020-03-17,443
6,WUH,YZ,2020-03-17,576
7,CAN,AB,2020-03-18,412
8,CAN,XX,2020-03-18,506
9,CAN,XX,2020-03-18,548
10,CTU,AB,2020-03-18,476
11,PEK,XX,2020-03-18,500
12,CAN,BB,2020-03-19,427
13,CAN,YZ,2020-03-19,526
14,CTU,XX,2020-03-19,520
15,WUH,AB,2020-03-19,448
16,CAN,BB,2020-03-20,460
17,CTU,BB,2020-03-20,368
18,CTU,XX,2020-03-20,374
19,PEK,XX,2020-03-20,537
20,PEK,YZ,2020-03-20,583
21,WUH,XX,2020-03-20,538
22,CTU,XX,2020-03-21,520
23,CTU,YZ,2020-03-21,373
24,WUH,BB,2020-03-21,341
25,CTU,AB,2020-03-22,568
26,CTU,XX,2020-03-22,309
27,WUH,YZ,2020-03-22,371
28,CTU,AB,2020-03-24,454
29,CTU,XX,2020-03-24,404
30,CTU,YZ,2020-03-24,390
31,WUH,AB,2020-03-24,383
32,CAN,BB,2020-03-25,356
33,CTU,BB,2020-03-25,589
34,CAN,AB,2020-03-26,310
35,CAN,AB,2020-03-26,571
36,CTU,XX,2020-03-26,418
37,PEK,AB,2020-03-26,503
38,PEK,XX,2020-03-26,303
39,PEK,YZ,2020-03-26,401
40,WUH,BB,2020-03-26,536
41,CTU,BB,2020-03-27,550
42,CTU,XX,2020-03-27,380
43,PEK,AB,2020-03-27,335
44,WUH,YZ,2020-03-27,453
45,CAN,YZ,2020-03-28,559
46,CTU,AB,2020-03-28,357
47,CTU,YZ,2020-03-28,387
48,PEK,BB,2020-03-28,453
49,WUH,AB,2020-03-28,453
50,WUH,XX,2020-03-28,593
51,CTU,AB,2020-03-29,453
52,CTU,BB,2020-03-29,469
53,WUH,YZ,2020-03-29,574
54,PEK,AB,2020-03-30,362
55,PEK,XX,2020-03-30,334
56,WUH,AB,2020-03-30,597
57,CAN,BB,2020-03-31,467
58,CTU,AB,2020-03-31,538
59,CTU,XX,2020-03-31,314
60,PEK,YZ,2020-03-31,352
61,WUH,AB,2020-03-31,498
62,CAN,AB,2020-04-01,481
63,CTU,XX,2020-04-01,465
64,PEK,XX,2020-04-01,431
65,PEK,YZ,2020-04-02,536
66,CAN,YZ,2020-04-03,536
67,PEK,BB,2020-04-03,480
68,WUH,BB,2020-04-03,443
69,CAN,AB,2020-04-04,482
70,CAN,BB,2020-04-04,323
71,CTU,BB,2020-04-04,403
72,CAN,BB,2020-04-05,593
73,PEK,AB,2020-04-05,545
74,CTU,BB,2020-04-06,456
75,CTU,YZ,2020-04-06,552
76,PEK,BB,2020-04-06,315
77,CAN,AB,2020-04-07,512
78,CAN,BB,2020-04-07,593
79,WUH,BB,2020-04-07,511
80,CTU,YZ,2020-04-08,425
81,PEK,AB,2020-04-08,331
82,WUH,BB,2020-04-08,379
83,CAN,AB,2020-04-09,513
84,CAN,BB,2020-04-09,489
85,CTU,BB,2020-04-09,559
86,WUH,AB,2020-04-10,430
87,WUH,XX,2020-04-10,380
88,CAN,YZ,2020-04-11,487
89,CTU,XX,2020-04-11,525
90,WUH,AB,2020-04-11,555
91,WUH,XX,2020-04-11,313
92,CAN,BB,2020-04-12,423
93,CTU,BB,2020-04-12,308
94,PEK,YZ,2020-04-12,436
95,WUH,XX,2020-04-12,409
96,CAN,BB,2020-04-13,587
97,CTU,AB,2020-04-13,348
98,PEK,BB,2020-04-13,421
99,PEK,YZ,2020-04-13,324
0,CAN,YZ,2020-03-15,588
1,WUH,AB,2020-03-15,304
2,CAN,BB,2020-03-16,527
3,CAN,XX,2020-03-16,411
4,CTU,BB,2020-03-16,571
5,PEK,YZ,2020-03-16,516
6,CAN,AB,2020-03-17,393
7,WUH,YZ,2020-03-17,440
8,CAN,YZ,2020-03-18,443
9,CAN,YZ,2020-03-18,396
10,CTU,AB,2020-03-18,407
11,CTU,AB,2020-03-19,461
12,CTU,BB,2020-03-19,443
13,PEK,YZ,2020-03-19,337
14,PEK,YZ,2020-03-19,474
15,WUH,BB,2020-03-19,357
16,CAN,AB,2020-03-20,369
17,CAN,XX,2020-03-20,386
18,CAN,YZ,2020-03-20,466
19,CTU,YZ,2020-03-20,363
20,PEK,BB,2020-03-20,517
21,CAN,AB,2020-03-21,553
22,CAN,YZ,2020-03-21,578
23,CAN,YZ,2020-03-21,313
24,CTU,YZ,2020-03-21,403
25,WUH,AB,2020-03-21,574
26,CAN,AB,2020-03-22,425
27,PEK,YZ,2020-03-22,593
28,CAN,BB,2020-03-23,466
29,CTU,BB,2020-03-23,415
30,CTU,XX,2020-03-23,559
31,PEK,AB,2020-03-23,469
32,PEK,AB,2020-03-23,456
33,CAN,XX,2020-03-24,390
34,CTU,BB,2020-03-24,532
35,WUH,XX,2020-03-24,361
36,WUH,XX,2020-03-24,599
37,PEK,YZ,2020-03-25,368
38,WUH,YZ,2020-03-25,576
39,CAN,XX,2020-03-26,438
40,PEK,BB,2020-03-26,376
41,WUH,AB,2020-03-26,367
42,CTU,AB,2020-03-27,522
43,WUH,YZ,2020-03-27,319
44,PEK,XX,2020-03-28,305
45,CAN,XX,2020-03-29,562
46,CTU,AB,2020-03-29,456
47,CTU,XX,2020-03-29,388
48,WUH,AB,2020-03-29,539
49,WUH,XX,2020-03-29,356
50,CAN,AB,2020-03-30,476
51,CAN,AB,2020-03-30,592
52,WUH,AB,2020-03-30,504
53,CAN,XX,2020-03-31,345
54,CAN,XX,2020-03-31,342
55,CAN,YZ,2020-03-31,377
56,WUH,XX,2020-03-31,363
57,CAN,BB,2020-04-01,566
58,CTU,AB,2020-04-01,432
59,CAN,XX,2020-04-02,313
60,CTU,AB,2020-04-02,417
61,CTU,XX,2020-04-02,475
62,PEK,YZ,2020-04-02,344
63,CAN,YZ,2020-04-03,385
64,PEK,XX,2020-04-03,416
65,WUH,AB,2020-04-03,409
66,CAN,YZ,2020-04-04,500
67,CTU,AB,2020-04-04,529
68,PEK,BB,2020-04-04,384
69,WUH,YZ,2020-04-04,323
70,WUH,YZ,2020-04-04,449
71,CTU,YZ,2020-04-05,400
72,PEK,BB,2020-04-05,587
73,PEK,XX,2020-04-05,545
74,WUH,AB,2020-04-06,473
75,WUH,BB,2020-04-06,351
76,WUH,BB,2020-04-06,561
77,PEK,AB,2020-04-07,460
78,CTU,XX,2020-04-08,568
79,CTU,YZ,2020-04-08,302
80,CTU,YZ,2020-04-08,314
81,PEK,YZ,2020-04-08,310
82,CTU,YZ,2020-04-09,536
83,WUH,AB,2020-04-09,377
84,WUH,YZ,2020-04-09,304
85,CAN,BB,2020-04-10,501
86,CAN,XX,2020-04-10,561
87,CTU,YZ,2020-04-10,544
88,PEK,BB,2020-04-10,516
89,PEK,YZ,2020-04-10,447
90,WUH,BB,2020-04-10,462
91,WUH,YZ,2020-04-10,366
92,CTU,YZ,2020-04-11,340
93,CAN,XX,2020-04-12,321
94,WUH,YZ,2020-04-12,390
95,CAN,BB,2020-04-13,335
96,CAN,YZ,2020-04-13,490
97,CAN,YZ,2020-04-13,591
98,CAN,YZ,2020-04-13,594
99,WUH,AB,2020-04-13,599
0,CTU,AB,2020-03-15,373
1,CTU,AB,2020-03-15,569
2,PEK,XX,2020-03-15,545
3,CAN,YZ,2020-03-16,310
4,CTU,BB,2020-03-16,424
5,WUH,YZ,2020-03-16,323
6,CTU,BB,2020-03-17,333
7,CTU,XX,2020-03-17,445
8,PEK,XX,2020-03-17,479
9,WUH,BB,2020-03-17,566
10,WUH,YZ,2020-03-18,526
11,CAN,AB,2020-03-19,417
12,PEK,AB,2020-03-19,512
13,CAN,BB,2020-03-20,492
14,WUH,BB,2020-03-20,405
15,CAN,XX,2020-03-21,561
16,CTU,XX,2020-03-21,486
17,CTU,BB,2020-03-22,377
18,CAN,YZ,2020-03-23,552
19,CTU,XX,2020-03-23,323
20,PEK,XX,2020-03-23,554
21,CAN,AB,2020-03-24,469
22,CAN,XX,2020-03-24,453
23,CTU,XX,2020-03-24,370
24,PEK,XX,2020-03-24,599
25,CAN,XX,2020-03-25,542
26,CTU,XX,2020-03-25,464
27,PEK,AB,2020-03-25,319
28,WUH,BB,2020-03-25,382
29,WUH,YZ,2020-03-25,591
30,PEK,XX,2020-03-26,570
31,CAN,AB,2020-03-27,396
32,CAN,YZ,2020-03-27,534
33,CTU,BB,2020-03-27,333
34,PEK,YZ,2020-03-27,402
35,WUH,XX,2020-03-27,363
36,WUH,XX,2020-03-27,531
37,WUH,XX,2020-03-27,399
38,CAN,YZ,2020-03-28,383
39,CTU,AB,2020-03-28,442
40,WUH,AB,2020-03-28,545
41,CTU,BB,2020-03-29,390
42,PEK,AB,2020-03-29,591
43,PEK,AB,2020-03-29,308
44,CAN,YZ,2020-03-30,550
45,CTU,YZ,2020-03-30,307
46,WUH,XX,2020-03-30,572
47,CAN,AB,2020-03-31,407
48,CAN,YZ,2020-03-31,417
49,CTU,YZ,2020-03-31,477
50,CAN,AB,2020-04-01,481
51,PEK,AB,2020-04-01,350
52,PEK,BB,2020-04-01,380
53,PEK,YZ,2020-04-01,518
54,CAN,XX,2020-04-02,388
55,CTU,AB,2020-04-02,579
56,CTU,XX,2020-04-02,523
57,CTU,XX,2020-04-02,347
58,CTU,XX,2020-04-02,310
59,PEK,XX,2020-04-02,481
60,WUH,AB,2020-04-02,355
61,CAN,YZ,2020-04-03,486
62,PEK,BB,2020-04-03,504
63,WUH,YZ,2020-04-03,412
64,CTU,AB,2020-04-04,545
65,CTU,AB,2020-04-04,440
66,PEK,AB,2020-04-04,393
67,CAN,BB,2020-04-05,342
68,CTU,AB,2020-04-05,562
69,CTU,AB,2020-04-05,485
70,CTU,XX,2020-04-05,382
71,WUH,AB,2020-04-05,522
72,CAN,BB,2020-04-06,490
73,CTU,YZ,2020-04-06,372
74,PEK,XX,2020-04-06,517
75,CTU,BB,2020-04-07,479
76,CTU,YZ,2020-04-07,436
77,CTU,YZ,2020-04-07,531
78,PEK,YZ,2020-04-07,582
79,CAN,BB,2020-04-08,559
80,PEK,AB,2020-04-08,380
81,PEK,YZ,2020-04-08,326
82,WUH,BB,2020-04-08,319
83,CAN,BB,2020-04-09,338
84,CTU,YZ,2020-04-09,530
85,CTU,YZ,2020-04-09,347
86,PEK,XX,2020-04-09,317
87,CAN,AB,2020-04-10,504
88,CAN,BB,2020-04-10,442
89,CAN,XX,2020-04-10,565
90,CTU,AB,2020-04-11,483
91,CTU,AB,2020-04-11,558
92,CTU,XX,2020-04-11,411
93,PEK,BB,2020-04-11,359
94,WUH,XX,2020-04-11,326
95,WUH,AB,2020-04-12,519
96,CAN,YZ,2020-04-13,355
97,CTU,XX,2020-04-13,352
98,WUH,BB,2020-04-13,309
99,WUH,XX,2020-04-13,497
0,CTU,AB,2020-03-15,531
1,PEK,XX,2020-03-15,370
2,WUH,YZ,2020-03-15,591
3,CAN,BB,2020-03-16,425
4,PEK,YZ,2020-03-16,392
5,WUH,XX,2020-03-16,523
6,CAN,XX,2020-03-17,444
7,CTU,YZ,2020-03-17,541
8,PEK,YZ,2020-03-17,536
9,CAN,BB,2020-03-18,414
10,CAN,YZ,2020-03-18,532
11,CTU,XX,2020-03-18,516
12,PEK,XX,2020-03-18,590
13,PEK,YZ,2020-03-18,449
14,WUH,BB,2020-03-18,334
15,CAN,AB,2020-03-19,441
16,CAN,XX,2020-03-19,333
17,CTU,XX,2020-03-19,504
18,PEK,XX,2020-03-19,500
19,CAN,XX,2020-03-21,437
20,CTU,AB,2020-03-21,378
21,CTU,YZ,2020-03-21,573
22,PEK,XX,2020-03-21,516
23,WUH,BB,2020-03-21,406
24,CAN,AB,2020-03-22,490
25,CTU,BB,2020-03-22,360
26,WUH,BB,2020-03-22,529
27,WUH,XX,2020-03-22,594
28,WUH,BB,2020-03-23,413
29,WUH,YZ,2020-03-23,424
30,CAN,YZ,2020-03-24,386
31,PEK,BB,2020-03-24,409
32,CAN,BB,2020-03-25,582
33,CTU,AB,2020-03-25,573
34,CTU,AB,2020-03-25,309
35,CTU,AB,2020-03-26,572
36,PEK,BB,2020-03-27,524
37,PEK,XX,2020-03-27,539
38,WUH,AB,2020-03-27,474
39,CAN,AB,2020-03-28,355
40,CTU,YZ,2020-03-28,554
41,PEK,AB,2020-03-28,545
42,PEK,YZ,2020-03-28,357
43,CAN,BB,2020-03-29,541
44,CTU,XX,2020-03-29,331
45,PEK,AB,2020-03-29,329
46,WUH,BB,2020-03-29,525
47,WUH,YZ,2020-03-29,329
48,CAN,XX,2020-03-30,374
49,CAN,XX,2020-03-30,357
50,CTU,YZ,2020-03-30,465
51,PEK,YZ,2020-03-30,376
52,CTU,BB,2020-03-31,376
53,PEK,YZ,2020-03-31,361
54,CTU,XX,2020-04-01,381
55,CTU,XX,2020-04-01,329
56,WUH,YZ,2020-04-01,458
57,CTU,BB,2020-04-02,576
58,CTU,XX,2020-04-02,582
59,WUH,AB,2020-04-02,560
60,WUH,YZ,2020-04-02,370
61,CAN,XX,2020-04-03,387
62,CAN,YZ,2020-04-03,530
63,CTU,AB,2020-04-03,524
64,WUH,AB,2020-04-03,491
65,CAN,XX,2020-04-04,488
66,WUH,YZ,2020-04-04,496
67,CTU,AB,2020-04-05,580
68,CTU,AB,2020-04-06,525
69,CTU,YZ,2020-04-06,321
70,PEK,AB,2020-04-06,460
71,WUH,XX,2020-04-06,525
72,WUH,YZ,2020-04-06,535
73,CAN,BB,2020-04-07,531
74,CAN,YZ,2020-04-07,540
75,CAN,YZ,2020-04-07,560
76,CTU,BB,2020-04-07,315
77,PEK,AB,2020-04-07,479
78,PEK,BB,2020-04-07,365
79,WUH,BB,2020-04-07,323
80,CAN,XX,2020-04-08,419
81,PEK,AB,2020-04-08,429
82,PEK,BB,2020-04-08,353
83,WUH,AB,2020-04-08,453
84,CAN,BB,2020-04-09,380
85,CAN,BB,2020-04-09,539
86,CAN,XX,2020-04-09,597
87,CTU,XX,2020-04-10,516
88,CAN,BB,2020-04-11,564
89,CAN,XX,2020-04-11,568
90,PEK,YZ,2020-04-11,396
91,PEK,YZ,2020-04-11,387
92,CAN,AB,2020-04-12,457
93,PEK,BB,2020-04-12,526
94,PEK,XX,2020-04-12,509
95,WUH,BB,2020-04-12,458
96,CAN,BB,2020-04-13,433
97,PEK,AB,2020-04-13,513
98,PEK,XX,2020-04-13,439
99,WUH,XX,2020-04-13,360
0,PEK,YZ,2020-03-15,545
1,WUH,XX,2020-03-15,439
2,PEK,AB,2020-03-16,518
3,CAN,AB,2020-03-17,392
4,PEK,AB,2020-03-17,391
5,CAN,AB,2020-03-18,585
6,CTU,BB,2020-03-18,450
7,PEK,YZ,2020-03-18,492
8,WUH,BB,2020-03-18,323
9,CAN,AB,2020-03-19,456
10,CTU,BB,2020-03-19,518
11,PEK,AB,2020-03-19,424
12,PEK,BB,2020-03-19,392
13,CAN,AB,2020-03-20,566
14,CTU,XX,2020-03-20,395
15,WUH,BB,2020-03-20,522
16,WUH,YZ,2020-03-20,571
17,CAN,XX,2020-03-21,535
18,CAN,AB,2020-03-22,472
19,CTU,YZ,2020-03-22,474
20,PEK,XX,2020-03-22,450
21,WUH,YZ,2020-03-22,319
22,CAN,XX,2020-03-23,485
23,PEK,YZ,2020-03-23,503
24,PEK,YZ,2020-03-23,509
25,WUH,BB,2020-03-23,441
26,WUH,YZ,2020-03-23,459
27,CAN,BB,2020-03-24,415
28,PEK,XX,2020-03-24,310
29,WUH,XX,2020-03-24,374
30,WUH,YZ,2020-03-24,377
31,CTU,AB,2020-03-25,343
32,PEK,AB,2020-03-25,312
33,PEK,XX,2020-03-25,400
34,CAN,YZ,2020-03-26,313
35,PEK,YZ,2020-03-26,491
36,CAN,BB,2020-03-27,393
37,CTU,BB,2020-03-27,381
38,CTU,XX,2020-03-27,387
39,WUH,YZ,2020-03-27,453
40,CAN,BB,2020-03-28,321
41,WUH,BB,2020-03-28,380
42,WUH,XX,2020-03-28,599
43,CAN,AB,2020-03-29,386
44,CTU,BB,2020-03-29,307
45,PEK,BB,2020-03-29,399
46,PEK,XX,2020-03-29,433
47,CAN,BB,2020-03-30,451
48,CTU,BB,2020-03-30,515
49,WUH,BB,2020-03-30,498
50,CAN,BB,2020-03-31,442
51,CAN,XX,2020-03-31,579
52,CAN,YZ,2020-03-31,427
53,CTU,BB,2020-03-31,392
54,PEK,XX,2020-03-31,447
55,CTU,AB,2020-04-01,371
56,CTU,XX,2020-04-01,341
57,CAN,BB,2020-04-02,559
58,CAN,XX,2020-04-02,427
59,CAN,YZ,2020-04-02,345
60,CTU,BB,2020-04-02,474
61,PEK,XX,2020-04-02,416
62,WUH,YZ,2020-04-02,407
63,CAN,XX,2020-04-03,531
64,CAN,XX,2020-04-03,521
65,CTU,XX,2020-04-03,555
66,CTU,XX,2020-04-03,570
67,PEK,AB,2020-04-03,322
68,PEK,XX,2020-04-03,517
69,CAN,XX,2020-04-04,424
70,CTU,AB,2020-04-04,597
71,PEK,BB,2020-04-04,538
72,PEK,YZ,2020-04-04,493
73,CAN,AB,2020-04-05,476
74,CTU,AB,2020-04-05,505
75,WUH,AB,2020-04-05,337
76,WUH,YZ,2020-04-05,530
77,CAN,AB,2020-04-06,496
78,CAN,BB,2020-04-06,402
79,PEK,BB,2020-04-06,521
80,WUH,XX,2020-04-06,389
81,CAN,YZ,2020-04-07,449
82,WUH,XX,2020-04-07,559
83,CAN,AB,2020-04-08,300
84,PEK,BB,2020-04-08,361
85,PEK,YZ,2020-04-08,534
86,PEK,YZ,2020-04-08,555
87,PEK,BB,2020-04-11,525
88,PEK,XX,2020-04-11,450
89,WUH,AB,2020-04-11,565
90,WUH,XX,2020-04-11,503
91,CAN,XX,2020-04-12,519
92,CTU,AB,2020-04-12,419
93,CTU,BB,2020-04-12,436
94,CTU,YZ,2020-04-12,550
95,PEK,YZ,2020-04-12,419
96,PEK,YZ,2020-04-12,350
97,CTU,BB,2020-04-13,404
98,CTU,XX,2020-04-13,434
99,WUH,AB,2020-04-13,318
0,CAN,AB,2020-03-15,461
1,CAN,YZ,2020-03-15,302
2,CAN,AB,2020-03-16,497
3,CTU,YZ,2020-03-16,312
4,PEK,YZ,2020-03-16,396
5,WUH,AB,2020-03-16,537
6,WUH,BB,2020-03-16,345
7,CAN,AB,2020-03-17,437
8,CAN,BB,2020-03-17,322
9,CAN,YZ,2020-03-17,551
10,CTU,YZ,2020-03-17,339
11,WUH,XX,2020-03-17,412
12,CTU,YZ,2020-03-18,352
13,WUH,YZ,2020-03-18,595
14,CAN,XX,2020-03-19,497
15,CAN,XX,2020-03-19,320
16,CAN,YZ,2020-03-19,323
17,CTU,AB,2020-03-19,502
18,CTU,AB,2020-03-20,548
19,PEK,BB,2020-03-20,352
20,CTU,AB,2020-03-21,517
21,WUH,YZ,2020-03-21,302
22,CTU,YZ,2020-03-22,480
23,WUH,AB,2020-03-22,451
24,WUH,AB,2020-03-22,467
25,WUH,XX,2020-03-22,428
26,CAN,BB,2020-03-23,599
27,CAN,BB,2020-03-23,564
28,PEK,YZ,2020-03-23,586
29,WUH,XX,2020-03-23,486
30,CAN,XX,2020-03-24,529
31,PEK,XX,2020-03-24,473
32,WUH,BB,2020-03-24,424
33,WUH,YZ,2020-03-24,385
34,CAN,YZ,2020-03-25,542
35,CTU,XX,2020-03-25,579
36,CTU,YZ,2020-03-25,412
37,WUH,YZ,2020-03-25,564
38,CTU,BB,2020-03-26,462
39,WUH,BB,2020-03-26,435
40,WUH,YZ,2020-03-26,576
41,CAN,YZ,2020-03-27,438
42,PEK,AB,2020-03-27,404
43,PEK,XX,2020-03-27,331
44,CAN,XX,2020-03-28,514
45,CAN,XX,2020-03-28,332
46,CTU,BB,2020-03-29,529
47,WUH,AB,2020-03-29,533
48,CAN,AB,2020-03-30,560
49,CAN,AB,2020-03-30,579
50,CAN,BB,2020-03-30,304
51,CTU,YZ,2020-03-30,536
52,WUH,YZ,2020-03-30,568
53,PEK,BB,2020-03-31,549
54,PEK,BB,2020-03-31,490
55,PEK,XX,2020-03-31,584
56,PEK,XX,2020-03-31,595
57,WUH,YZ,2020-03-31,335
58,CTU,AB,2020-04-01,392
59,CAN,XX,2020-04-02,324
60,PEK,YZ,2020-04-02,529
61,CTU,XX,2020-04-03,354
62,PEK,AB,2020-04-03,497
63,PEK,AB,2020-04-03,403
64,PEK,XX,2020-04-03,373
65,WUH,XX,2020-04-03,597
66,CTU,XX,2020-04-04,538
67,PEK,BB,2020-04-04,419
68,WUH,XX,2020-04-04,339
69,WUH,BB,2020-04-05,596
70,WUH,BB,2020-04-05,563
71,CAN,BB,2020-04-06,494
72,CAN,YZ,2020-04-06,329
73,CTU,AB,2020-04-06,327
74,WUH,AB,2020-04-06,545
75,WUH,XX,2020-04-06,594
76,CAN,AB,2020-04-07,500
77,WUH,BB,2020-04-07,514
78,CTU,AB,2020-04-08,311
79,CTU,BB,2020-04-08,373
80,CTU,BB,2020-04-08,568
81,CTU,BB,2020-04-08,497
82,CTU,XX,2020-04-08,582
83,PEK,XX,2020-04-08,391
84,WUH,YZ,2020-04-08,558
85,CAN,XX,2020-04-09,372
86,PEK,XX,2020-04-09,349
87,WUH,YZ,2020-04-09,517
88,PEK,BB,2020-04-10,538
89,WUH,XX,2020-04-10,320
90,CAN,AB,2020-04-11,577
91,CAN,YZ,2020-04-11,368
92,CTU,XX,2020-04-11,524
93,CTU,YZ,2020-04-11,565
94,PEK,XX,2020-04-11,423
95,PEK,YZ,2020-04-11,488
96,WUH,XX,2020-04-11,331
97,CTU,BB,2020-04-12,352
98,CAN,BB,2020-04-13,315
99,WUH,XX,2020-04-13,447
0,CAN,AB,2020-03-15,307
1,CTU,YZ,2020-03-15,356
2,WUH,BB,2020-03-15,500
3,CAN,AB,2020-03-16,310
4,CAN,XX,2020-03-16,477
5,PEK,AB,2020-03-16,501
6,WUH,AB,2020-03-16,418
7,WUH,BB,2020-03-16,304
8,CTU,YZ,2020-03-17,474
9,WUH,BB,2020-03-17,349
10,CTU,AB,2020-03-18,490
11,PEK,BB,2020-03-18,442
12,CAN,BB,2020-03-19,367
13,CAN,YZ,2020-03-19,469
14,WUH,XX,2020-03-19,553
15,CTU,AB,2020-03-21,401
16,PEK,YZ,2020-03-21,363
17,CAN,XX,2020-03-22,316
18,CTU,AB,2020-03-22,348
19,CTU,BB,2020-03-22,378
20,CTU,XX,2020-03-22,591
21,CTU,XX,2020-03-22,492
22,CTU,YZ,2020-03-22,565
23,PEK,XX,2020-03-22,348
24,PEK,AB,2020-03-24,583
25,PEK,BB,2020-03-24,417
26,WUH,BB,2020-03-24,304
27,WUH,YZ,2020-03-24,322
28,WUH,YZ,2020-03-24,354
29,CTU,BB,2020-03-25,371
30,CTU,XX,2020-03-25,455
